"aar","fylke_id","tilskudd_til_kommuner","enhet","tabellvariabel","tabell_navn","kommune_id","5","samf_tilsk","naringsregion_id"
"2011","NULL","inttilsk_1","kroner","880000.00","tilskudd","1663","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","4378375.00","tilskudd","1663",,"NULL","NULL"
"2011","NULL","funkhem","kroner","150900.00","tilskudd","1663","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1663","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1663","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1663","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1663","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","84000.00","tilskudd","1663","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1664","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1664",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1664","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1664",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1664","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1664","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1664","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1664","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1664","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1664","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1665","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1665",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1665","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1665",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1665","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1665","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1665","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1665","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1665","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1665","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","27291640.00","tilskudd","1702","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","25117500.00","tilskudd","1702",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","7515000.00","tilskudd","1702","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","17602500.00","tilskudd","1702",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1702","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1702","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","1744540.00","tilskudd","1702","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","62100.00","tilskudd","1702","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1702","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","367500.00","tilskudd","1702","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","26528010.00","tilskudd","1703","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","25134000.00","tilskudd","1703",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","6780000.00","tilskudd","1703","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","18354000.00","tilskudd","1703",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1703","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1703","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","564410.00","tilskudd","1703","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","144900.00","tilskudd","1703","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","138700.00","tilskudd","1703","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","546000.00","tilskudd","1703","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","8161650.00","tilskudd","1711","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","8015250.00","tilskudd","1711",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","1720000.00","tilskudd","1711","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","6295250.00","tilskudd","1711",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1711","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1711","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1711","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","41400.00","tilskudd","1711","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1711","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","105000.00","tilskudd","1711","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","30894910.00","tilskudd","1714","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","26884500.00","tilskudd","1714",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","7497500.00","tilskudd","1714","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","19387000.00","tilskudd","1714",,"NULL","NULL"
"2011","NULL","funkhem","kroner","901489.00","tilskudd","1714","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1714","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","2775321.00","tilskudd","1714","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1714","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1714","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","333600.00","tilskudd","1714","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1717","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1717",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1717","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1717",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1717","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1717","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1717","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1717","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1717","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1717","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","2080646.00","tilskudd","1718","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","1445000.00","tilskudd","1718",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","695000.00","tilskudd","1718","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","750000.00","tilskudd","1718",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1718","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1718","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","635646.00","tilskudd","1718","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1718","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1718","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1718","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","28908529.00","tilskudd","1719","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","24537500.00","tilskudd","1719",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","6377500.00","tilskudd","1719","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","18160000.00","tilskudd","1719",,"NULL","NULL"
"2011","NULL","funkhem","kroner","369600.00","tilskudd","1719","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1719","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","3529829.00","tilskudd","1719","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","20700.00","tilskudd","1719","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1719","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","450900.00","tilskudd","1719","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","15593808.00","tilskudd","1721","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","14268500.00","tilskudd","1721",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","3260000.00","tilskudd","1721","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","11008500.00","tilskudd","1721",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1721","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1721","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","862008.00","tilskudd","1721","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","62100.00","tilskudd","1721","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","138700.00","tilskudd","1721","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","262500.00","tilskudd","1721","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","2350000.00","tilskudd","1724","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","2350000.00","tilskudd","1724",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","1000000.00","tilskudd","1724","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","1350000.00","tilskudd","1724",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1724","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1724","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1724","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1724","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1724","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1724","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1725","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1725",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1725","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1725",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1725","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1725","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1725","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1725","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1725","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1725","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","3343900.00","tilskudd","1729","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","3302500.00","tilskudd","1729",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","1052500.00","tilskudd","1729","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","2250000.00","tilskudd","1729",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1729","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1729","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1729","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","41400.00","tilskudd","1729","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1729","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1729","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1736","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1736",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1736","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1736",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1736","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1736","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1736","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1736","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1736","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1736","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1738","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1738",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1738","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1738",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1738","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1738","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1738","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1738","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1738","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1738","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1739","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1739",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1739","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1739",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1739","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1739","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1739","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1739","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1739","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1739","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1740","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1740",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1740","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1740",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1740","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1740","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1740","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1740","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1740","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1740","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","12353412.00","tilskudd","1742","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","10286000.00","tilskudd","1742",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","3830000.00","tilskudd","1742","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","6456000.00","tilskudd","1742",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1742","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1742","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","1806112.00","tilskudd","1742","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","82800.00","tilskudd","1742","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1742","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","178500.00","tilskudd","1742","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1743","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1743",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1743","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1743",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1743","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1743","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1743","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1743","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1743","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1743","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","7186805.00","tilskudd","1744","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","5465000.00","tilskudd","1744",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","2495000.00","tilskudd","1744","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","2970000.00","tilskudd","1744",,"NULL","NULL"
"2011","NULL","funkhem","kroner","1022385.00","tilskudd","1744","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1744","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","615720.00","tilskudd","1744","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","20700.00","tilskudd","1744","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1744","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","63000.00","tilskudd","1744","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1748","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1748",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1748","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1748",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1748","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1748","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1748","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1748","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1748","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1748","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1749","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1749",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1749","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1749",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1749","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1749","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1749","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1749","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1749","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1749","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","5420600.00","tilskudd","1750","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","5337500.00","tilskudd","1750",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","3087500.00","tilskudd","1750","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","2250000.00","tilskudd","1750",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1750","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1750","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1750","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","62100.00","tilskudd","1750","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1750","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","21000.00","tilskudd","1750","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","6240000.00","tilskudd","1751","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","6240000.00","tilskudd","1751",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","3990000.00","tilskudd","1751","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","2250000.00","tilskudd","1751",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1751","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1751","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1751","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1751","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1751","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1751","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1755","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1755",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1755","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1755",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1755","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1755","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1755","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1755","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1755","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1755","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","60581655.00","tilskudd","1804","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","53360100.00","tilskudd","1804",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","14072500.00","tilskudd","1804","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","39287600.00","tilskudd","1804",,"NULL","NULL"
"2011","NULL","funkhem","kroner","700600.00","tilskudd","1804","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1804","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","5196555.00","tilskudd","1804","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","103500.00","tilskudd","1804","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","277400.00","tilskudd","1804","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","943500.00","tilskudd","1804","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","24226567.00","tilskudd","1805","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","22700500.00","tilskudd","1805",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","6410000.00","tilskudd","1805","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","16290500.00","tilskudd","1805",,"NULL","NULL"
"2011","NULL","funkhem","kroner","754200.00","tilskudd","1805","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1805","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","224867.00","tilskudd","1805","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","41400.00","tilskudd","1805","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","138700.00","tilskudd","1805","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","366900.00","tilskudd","1805","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","0.00","tilskudd","1811","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1811",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","0.00","tilskudd","1811","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1811",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1811","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1811","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1811","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1811","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1811","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","0.00","tilskudd","1811","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","1482400.00","tilskudd","1812","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","1420000.00","tilskudd","1812",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","1420000.00","tilskudd","1812","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","0.00","tilskudd","1812",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1812","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1812","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","0.00","tilskudd","1812","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","41400.00","tilskudd","1812","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1812","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","21000.00","tilskudd","1812","NULL","NULL","NULL"
"2011","NULL","totalt","kroner","13454858.00","tilskudd","1813","NULL","NULL","NULL"
"2011","NULL","inttilsk_1","kroner","12855500.00","tilskudd","1813",,"NULL","NULL"
"2011","NULL","inttilsk_1","kroner","3242500.00","tilskudd","1813","NULL","NULL","NULL"
"2011","NULL","inttilsk_2","kroner","9613000.00","tilskudd","1813",,"NULL","NULL"
"2011","NULL","funkhem","kroner","0.00","tilskudd","1813","NULL","NULL","NULL"
"2011","NULL","norsk","kroner","0.00","tilskudd","1813","NULL",,"NULL"
"2011","NULL","em_tilsk","kroner","389358.00","tilskudd","1813","NULL","NULL","NULL"
"2011","NULL","barnehage_tilsk","kroner","0.00","tilskudd","1813","NULL","NULL","NULL"
"2011","NULL","eldre_tilsk","kroner","0.00","tilskudd","1813","NULL","NULL","NULL"
"2011","NULL","skole_tilsk","kroner","210000.00","tilskudd","1813","NULL","NULL","NULL"
